Success (%),,,,
$\sigma$,A,B,C,D
0.0001,5,26.66666667,30,8.333333333
0.0002,28.33333333,41.66666667,25,3.333333333
0.0003,50,60,10,0
0.0004,15,46.66666667,16.66666667,5
,,,,
,,,,
,,,,
,,,,
,,,,
T/tau,,,,
$\sigma$,A,B,C,D
0.0001,4.887143413,4.715937909,3.590885659,3.748193974
0.0002,2.960319089,3.220747161,3.38268667,1.783217374
0.0003,3.490372018,3.482345607,4.297629155,0
0.0004,4.133683542,4.040610653,4.323166829,3.595173112
